Fecha,Cod_Equipo,Horas_Trab,Horas_Parada,Ton_Producidas,Ton_Rechazo,Cap_Nominal_TMH,Fecha_Carga
08/06/2024,EQ-07 ,24.0,0.0,6944.8,164.5,350,2024-06-09 00:00:00
10/06/2024,EQ10,24.0,0.0,10195.9,139.5,500,2024-06-11 00:00:00
24/09/2024, EQ-10,24.0,0.0,9934.0,144.6,500,2024-09-25 00:00:00
26/08/2024, EQ-04,24.0,0.0,10047.5,137.3,460,2024-08-27 00:00:00
01/06/2024, EQ-07,22.0,2.0,7245.6,142.6,350,2024-06-02 00:00:00
17/03/2024,eq-06,24.0,0.0,6350.0,93.0,300,2024-03-18 00:00:00
18/02/2024,eq-08,13.6,10.4,4576.5,,400,2024-02-19 00:00:00
22/05/2024, EQ-10,24.0,0.0,10642.0,126.3,500,2024-05-23 00:00:00
07/07/2024,eq-01,24.0,0.0,11240.7,255.1,520,2024-07-08 00:00:00
25/11/2024, EQ-05,4.0,20.0,1097.1,3.8,300,2024-11-26 00:00:00
03/03/2024,EQ-07 ,24.0,0.0,7566.1,165.3,350,2024-03-04 00:00:00
02/04/2024,EQ-08,17.6,6.4,6328.4,186.5,400,2024-04-03 00:00:00
14/02/2024,EQ08,24.0,0.0,7297.5,292.3,400,2024-02-15 00:00:00
03/06/2024,EQ07,24.0,0.0,7373.8,88.2,350,2024-06-04 00:00:00
23/11/2024,EQ10,13.0,11.0,5161.3,138.6,500,2024-11-24 00:00:00
06/10/2024,EQ-10,24.0,0.0,11880.0,164.2,500,2024-10-07 00:00:00
25/04/2024,eq-07,10.8,13.2,3601.0,111.7,350,2024-04-26 00:00:00
19/04/2024, EQ-06,24.0,0.0,6656.0,169.2,300,2024-04-20 00:00:00
26/04/2024,EQ-06 ,15.3,8.7,4414.7,150.1,300,2024-04-27 00:00:00
05/05/2024,EQ-06 ,24.0,0.0,6509.0,137.4,300,2024-05-06 00:00:00
01/09/2024, EQ-03,24.0,0.0,8687.4,297.2,380,2024-09-02 00:00:00
02/06/2024,EQ02,24.0,0.0,8094.8,126.9,430,2024-05-31 00:00:00
31/08/2024,EQ05,4.0,20.0,1188.0,30.2,300,2024-09-01 00:00:00
02/11/2024, EQ-10,22.9,1.1,9310.3,197.6,500,2024-11-03 00:00:00
26/02/2024,EQ-07,24.0,0.0,7093.4,,350,2024-02-27 00:00:00
20/12/2024,EQ-05,24.0,0.0,6576.5,45.4,300,2024-12-21 00:00:00
10/05/2024,EQ-03 ,24.0,0.0,8025.9,72.0,380,2024-05-11 00:00:00
16/03/2024,EQ-04 ,6.8,17.2,2692.8,42.8,460,2024-03-17 00:00:00
06/07/2024,EQ-05 ,24.0,0.0,6300.2,232.1,300,2024-07-07 00:00:00
30/08/2024,eq-04,24.0,0.0,9653.2,264.5,460,2024-08-31 00:00:00
02/02/2024, EQ-07,24.0,0.0,7528.7,70.9,350,2024-02-03 00:00:00
08/10/2024, EQ-01,14.0,10.0,6788.7,168.0,520,2024-10-09 00:00:00
15/02/2024,EQ-05,24.0,0.0,6198.0,198.0,300,2024-02-16 00:00:00
03/01/2024,EQ06,24.0,0.0,6587.8,72.2,300,2024-01-04 00:00:00
07/01/2024, EQ-08,24.0,0.0,7816.7,149.8,400,2024-01-08 00:00:00
18/01/2024,EQ-04,24.0,0.0,9759.3,97.8,460,2024-01-19 00:00:00
19/12/2024, EQ-01,24.0,0.0,10325.0,102.2,520,2024-12-20 00:00:00
29/10/2024,EQ-03,24.0,0.0,7955.0,155.6,380,2024-10-30 00:00:00
07/02/2024,EQ-08 ,24.0,0.0,8731.6,189.4,400,2024-02-08 00:00:00
31/12/2024,eq-02,24.0,0.0,9508.0,147.5,430,2025-01-01 00:00:00
13/12/2024,EQ-04 ,24.0,,10341.4,142.1,460,2024-12-14 00:00:00
02/12/2024,eq-02,24.0,0.0,9364.7,283.8,430,2024-12-03 00:00:00
04/12/2024,EQ-10,24.0,0.0,10790.8,281.7,500,2024-12-05 00:00:00
10/02/2024,eq-09,24.0,0.0,5575.7,180.4,260,2024-02-11 00:00:00
20/09/2024,EQ-09 ,24.0,0.0,5187.4,,260,2024-09-21 00:00:00
09/06/2024,eq-01,24.0,,10595.1,54.3,520,2024-06-10 00:00:00
11/08/2024,EQ-09,24.0,0.0,5487.9,179.3,260,2024-08-12 00:00:00
22/11/2024,EQ-07 ,24.0,0.0,7808.2,148.3,350,2024-11-23 00:00:00
02/09/2024,EQ-08 ,24.0,0.0,9073.6,115.4,400,2024-09-03 00:00:00
09/10/2024, EQ-07,24.0,0.0,7104.6,157.4,350,2024-10-10 00:00:00
02/08/2024,eq-05,24.0,0.0,6408.4,185.4,300,2024-08-03 00:00:00
09/02/2024,eq-04,24.0,0.0,10658.8,270.4,460,2024-02-10 00:00:00
14/10/2024,EQ04,24.0,0.0,9010.6,12.9,460,2024-10-15 00:00:00
10/04/2024,eq-04,24.0,0.0,8897.5,242.1,460,2024-04-11 00:00:00
08/02/2024,EQ-07 ,24.0,0.0,8316.0,105.0,350,2024-02-09 00:00:00
15/05/2024,EQ02,24.0,0.0,10216.8,174.4,430,2024-05-16 00:00:00
31/08/2024,EQ-06,24.0,0.0,6382.9,99.2,300,2024-09-01 00:00:00
26/06/2024,EQ-07,24.0,0.0,7437.0,86.7,350,2024-06-27 00:00:00
11/06/2024, EQ-01,24.0,0.0,11045.3,131.2,520,2024-06-12 00:00:00
30/09/2024,EQ08,24.0,0.0,8775.8,247.3,400,2024-09-30 00:00:00
15/11/2024,EQ06,24.0,0.0,6811.5,146.2,300,2024-11-16 00:00:00
09/03/2024,eq-10,24.0,0.0,10584.1,178.8,500,2024-03-10 00:00:00
04/07/2024,eq-01,24.0,0.0,12355.2,331.2,520,2024-07-05 00:00:00
03/04/2024,EQ-02 ,24.0,0.0,9693.0,222.0,430,2024-04-04 00:00:00
12/08/2024,eq-06,24.0,0.0,6701.4,115.6,300,2024-08-13 00:00:00
11/10/2024,EQ-07,24.0,0.0,7553.2,142.7,350,2024-10-12 00:00:00
02/10/2024,eq-03,24.0,0.0,8317.9,220.2,380,2024-10-03 00:00:00
03/10/2024,EQ-03 ,24.0,0.0,7993.3,218.9,380,2024-10-04 00:00:00
24/01/2024, EQ-08,24.0,0.0,8641.4,207.8,400,2024-01-25 00:00:00
02/04/2024, EQ-07,24.0,0.0,7912.3,156.3,350,2024-04-03 00:00:00
15/09/2024,EQ-08,24.0,0.0,8319.7,233.2,400,2024-09-16 00:00:00
08/07/2024,EQ-07 ,24.0,0.0,7989.8,195.6,350,2024-07-09 00:00:00
01/03/2024, EQ-06,24.0,0.0,6434.9,209.2,300,2024-03-02 00:00:00
12/03/2024, EQ-07,19.0,5.0,5850.3,176.7,350,2024-03-13 00:00:00
08/07/2024, EQ-04,24.0,0.0,9903.1,162.6,460,2024-07-09 00:00:00
03/01/2024,EQ-02 ,24.0,0.0,9643.3,268.2,430,2024-01-04 00:00:00
11/03/2024,EQ04,24.0,0.0,10929.6,272.8,460,2024-03-12 00:00:00
31/10/2024, EQ-04,24.0,0.0,9647.1,271.2,460,2024-11-01 00:00:00
02/04/2024,EQ-06,24.0,0.0,6302.2,112.4,300,2024-04-03 00:00:00
08/08/2024,eq-04,24.0,0.0,9262.7,309.9,460,2024-08-09 00:00:00
07/05/2024,EQ-02,24.0,,9311.8,238.1,430,2024-05-08 00:00:00
19/08/2024, EQ-01,24.0,0.0,11194.4,127.9,520,2024-08-20 00:00:00
28/02/2024,EQ08,24.0,0.0,7225.2,140.3,400,2024-02-29 00:00:00
29/11/2024,eq-01,24.0,0.0,10494.8,162.4,520,2024-11-30 00:00:00
12/01/2024, EQ-05,24.0,0.0,6837.4,127.1,300,2024-01-13 00:00:00
13/11/2024,EQ-08,20.4,3.6,7261.0,105.8,400,2024-11-14 00:00:00
26/02/2024,EQ03,24.0,0.0,8733.6,284.5,380,2024-02-27 00:00:00
10/02/2024,EQ-04 ,24.0,0.0,10266.0,176.7,460,2024-02-11 00:00:00
01/06/2024,EQ-06,24.0,0.0,6582.9,,300,2024-06-02 00:00:00
19/07/2024,EQ-09 ,24.0,0.0,6158.3,121.4,260,2024-07-20 00:00:00
23/07/2024,eq-10,24.0,0.0,10240.4,,500,2024-07-24 00:00:00
30/10/2024, EQ-08,24.0,0.0,9169.2,278.7,400,2024-10-31 00:00:00
15/01/2024,EQ-02 ,16.3,7.7,6399.1,141.2,430,2024-01-16 00:00:00
21/12/2024,eq-07,22.6,1.4,7029.8,134.6,350,2024-12-22 00:00:00
15/10/2024,eq-08,24.0,0.0,8015.1,180.4,400,2024-10-16 00:00:00
08/03/2024,EQ-01,24.0,0.0,11416.7,194.4,520,2024-03-09 00:00:00
10/03/2024,eq-07,24.0,0.0,7387.6,248.2,350,2024-03-11 00:00:00
13/03/2024,EQ07,24.0,0.0,7927.3,213.9,350,2024-03-14 00:00:00
22/02/2024, EQ-06,24.0,0.0,6648.3,179.3,300,2024-02-23 00:00:00
21/04/2024,eq-02,24.0,0.0,8525.7,267.6,430,2024-04-22 00:00:00
18/05/2024,eq-09,24.0,0.0,5333.7,73.6,260,2024-05-19 00:00:00
18/06/2024, EQ-08,24.0,0.0,9147.7,178.6,400,2024-06-19 00:00:00
10/07/2024,EQ07,24.0,0.0,7831.9,218.8,350,2024-07-11 00:00:00
15/03/2024, EQ-04,24.0,0.0,10340.0,346.2,460,2024-03-16 00:00:00
04/06/2024,EQ-09,24.0,0.0,5871.3,114.2,260,2024-06-05 00:00:00
13/09/2024,eq-06,24.0,,6835.4,163.8,300,2024-09-14 00:00:00
02/07/2024,EQ04,24.0,0.0,10359.6,225.0,460,2024-07-03 00:00:00
29/02/2024,EQ-02,24.0,0.0,9095.3,262.4,430,2024-03-01 00:00:00
18/05/2024, EQ-05,24.0,0.0,6181.1,94.2,300,2024-05-19 00:00:00
26/01/2024,EQ-07,20.7,3.3,6477.5,0.0,350,2024-01-27 00:00:00
26/07/2024,eq-01,24.0,0.0,11959.2,396.8,520,2024-07-27 00:00:00
23/08/2024, EQ-04,29.063865956701207,0.0,9490.9,,460,2024-08-24 00:00:00
18/07/2024,EQ-01,24.0,0.0,11886.8,173.5,520,2024-07-19 00:00:00
24/06/2024, EQ-02,24.0,0.0,7626.9,18.1,430,2024-06-24 00:00:00
06/09/2024,EQ-06,24.0,0.0,6407.7,189.4,300,2024-09-07 00:00:00
29/05/2024,eq-03,24.0,0.0,7826.6,204.1,380,2024-05-30 00:00:00
23/05/2024,EQ01,24.0,0.0,11021.5,207.9,520,2024-05-24 00:00:00
04/11/2024,EQ-05 ,24.0,0.0,6862.2,122.2,300,2024-11-05 00:00:00
26/04/2024,EQ-05,24.0,,7128.0,153.8,300,2024-04-27 00:00:00
10/10/2024,EQ10,24.0,0.0,11232.0,224.1,500,2024-10-11 00:00:00
06/09/2024, EQ-01,24.0,0.0,11234.4,379.2,520,2024-09-07 00:00:00
22/05/2024,eq-07,24.0,0.0,7935.3,96.6,350,2024-05-23 00:00:00
12/07/2024,EQ07,24.0,,7926.9,216.0,350,2024-07-13 00:00:00
22/12/2024,EQ-04,24.0,0.0,9928.7,184.2,460,2024-12-23 00:00:00
13/08/2024, EQ-07,24.0,0.0,7600.7,74.9,350,2024-08-14 00:00:00
15/04/2024, EQ-09,24.0,0.0,5958.9,72.3,260,2024-04-16 00:00:00
21/02/2024,EQ-02 ,16.5,7.5,6978.3,167.1,430,2024-02-22 00:00:00
29/09/2024, EQ-10,24.0,0.0,10484.6,212.4,500,2024-09-30 00:00:00
06/06/2024,EQ-08,24.0,0.0,8172.2,,400,2024-06-07 00:00:00
14/04/2024,EQ08,21.6,2.4,7831.1,141.4,400,2024-04-15 00:00:00
16/02/2024, EQ-07,24.0,0.0,7912.5,202.5,350,2024-02-17 00:00:00
11/01/2024,eq-10,24.0,0.0,10284.4,89.9,500,2024-01-12 00:00:00
07/06/2024,EQ07,24.0,0.0,7740.5,224.7,350,2024-06-08 00:00:00
11/02/2024,EQ-09,24.0,0.0,5658.1,0.0,260,2024-02-12 00:00:00
26/10/2024, EQ-09,24.0,0.0,5931.9,38.6,260,2024-10-27 00:00:00
07/10/2024, EQ-09,24.0,0.0,5706.3,169.0,260,2024-10-08 00:00:00
31/01/2024,EQ-04,24.0,0.0,9091.5,106.4,460,2024-02-01 00:00:00
28/02/2024,eq-05,24.0,,6401.0,129.5,300,2024-02-29 00:00:00
15/05/2024,EQ-08,24.0,0.0,8678.6,167.5,400,2024-05-16 00:00:00
28/03/2024, EQ-07,24.0,0.0,7557.5,60.1,350,2024-03-29 00:00:00
22/01/2024, EQ-05,24.0,0.0,7046.7,148.6,300,2024-01-23 00:00:00
30/09/2024, EQ-09,24.0,0.0,5436.6,190.9,260,2024-10-01 00:00:00
22/04/2024,EQ-09 ,24.0,0.0,5848.2,86.5,260,2024-04-23 00:00:00
29/06/2024,EQ-03,24.0,0.0,8732.5,24.3,380,2024-06-30 00:00:00
22/11/2024,eq-01,24.0,0.0,10988.2,369.7,520,2024-11-23 00:00:00
04/12/2024,eq-06,18.4,5.6,5080.3,144.2,300,2024-12-05 00:00:00
24/03/2024,EQ-01 ,9.733618023071426,19.2,2431.3,34.2,520,2024-03-25 00:00:00
03/02/2024,eq-03,24.0,0.0,8351.9,145.5,380,2024-02-04 00:00:00
11/08/2024,EQ-07 ,24.0,0.0,7654.1,235.9,350,2024-08-12 00:00:00
21/04/2024, EQ-08,24.0,0.0,8546.9,49.7,400,2024-04-22 00:00:00
12/04/2024, EQ-01,24.0,0.0,10240.1,35.0,520,2024-04-13 00:00:00
26/05/2024,EQ-01,6.6,17.4,3033.2,19.6,520,2024-05-27 00:00:00
05/02/2024,EQ-04,24.0,0.0,9503.8,122.1,460,2024-02-06 00:00:00
25/11/2024,EQ-07,24.0,0.0,7843.9,246.9,350,2024-11-26 00:00:00
29/01/2024,eq-02,24.0,0.0,9554.2,228.1,430,2024-01-30 00:00:00
28/03/2024,EQ-10,24.0,0.0,10688.5,234.9,500,2024-03-29 00:00:00
24/06/2024,EQ-07 ,24.0,0.0,7855.5,219.3,350,2024-06-25 00:00:00
24/10/2024, EQ-07,24.0,0.0,7370.7,177.2,350,2024-10-25 00:00:00
17/09/2024,EQ-10 ,24.0,0.0,10509.2,95.2,500,2024-09-18 00:00:00
03/05/2024,EQ-04 ,24.0,0.0,10187.9,141.2,460,2024-05-04 00:00:00
28/04/2024,EQ-07 ,24.0,0.0,8316.0,237.6,350,2024-04-29 00:00:00
31/10/2024, EQ-08,24.0,0.0,7594.7,222.5,400,2024-11-01 00:00:00
16/06/2024,EQ-06 ,24.0,0.0,6624.7,137.5,300,2024-06-17 00:00:00
09/07/2024,EQ-04,13.6,10.4,5483.7,128.0,460,2024-07-10 00:00:00
17/11/2024,EQ01,24.0,0.0,11518.9,321.5,520,2024-11-18 00:00:00
21/04/2024,EQ-01,24.0,0.0,10294.4,0.0,520,2024-04-22 00:00:00
10/08/2024,EQ-02,24.0,0.0,9869.5,274.3,430,2024-08-11 00:00:00
07/05/2024,EQ06,24.0,0.0,6713.3,87.0,300,2024-05-08 00:00:00
29/10/2024,EQ-06 ,24.0,0.0,6395.4,102.1,300,2024-10-30 00:00:00
25/01/2024,eq-03,24.0,0.0,7010.7,135.5,380,2024-01-24 00:00:00
28/02/2024,eq-07,21.2,2.8,5944.9,131.0,350,2024-02-29 00:00:00
21/02/2024,EQ-08,24.0,0.0,8154.7,182.3,400,2024-02-22 00:00:00
15/01/2024, EQ-05,24.0,0.0,6206.4,71.9,300,2024-01-16 00:00:00
17/07/2024,EQ-07,17.6,6.4,5477.2,144.2,350,2024-07-18 00:00:00
16/05/2024,eq-01,11.6,12.4,5254.6,,520,2024-05-17 00:00:00
01/03/2024,EQ-04 ,24.0,0.0,9939.0,99.0,460,2024-03-02 00:00:00
14/10/2024,EQ-02,24.0,0.0,9667.9,73.1,430,2024-10-15 00:00:00
11/07/2024,EQ-07 ,24.0,0.0,8088.6,178.6,350,2024-07-12 00:00:00
07/06/2024, EQ-10,24.0,0.0,11880.0,134.4,500,2024-06-08 00:00:00
08/03/2024, EQ-10,24.0,0.0,10693.2,319.4,500,2024-03-09 00:00:00
10/11/2024,eq-08,19.6,4.4,7712.5,168.3,400,2024-11-11 00:00:00
03/08/2024,EQ09,24.0,0.0,5584.7,62.9,260,2024-08-04 00:00:00
11/11/2024,eq-03,24.0,0.0,8333.7,212.3,380,2024-11-12 00:00:00
06/04/2024,EQ08,24.0,0.0,8634.1,135.7,400,2024-04-07 00:00:00
14/12/2024,eq-07,24.0,0.0,7569.9,148.4,350,2024-12-15 00:00:00
07/03/2024,EQ-05 ,21.4,2.6,6129.5,104.2,300,2024-03-08 00:00:00
17/07/2024,EQ-03 ,24.0,0.0,8155.7,175.8,380,2024-07-18 00:00:00
01/01/2024,eq-05,24.0,0.0,6317.0,86.6,300,2024-01-02 00:00:00
15/02/2024,eq-06,24.0,0.0,6272.8,112.0,300,2024-02-16 00:00:00
08/08/2024,eq-01,10.464198983859191,18.3,2484.6,78.4,520,2024-08-09 00:00:00
12/02/2024,EQ08,24.0,0.0,8183.1,232.8,400,2024-02-13 00:00:00
14/07/2024,EQ03,24.0,,8381.2,250.7,380,2024-07-15 00:00:00
21/09/2024,EQ07,24.0,0.0,7542.5,234.0,350,2024-09-22 00:00:00
21/12/2024,EQ-04 ,24.0,0.0,9951.4,248.5,460,2024-12-22 00:00:00
29/02/2024,EQ08,17.1,6.9,5983.5,129.3,400,2024-03-01 00:00:00
11/08/2024, EQ-08,24.0,0.0,9164.8,176.8,400,2024-08-12 00:00:00
25/04/2024,EQ-06 ,24.0,0.0,6160.7,153.9,300,2024-04-26 00:00:00
14/08/2024,EQ08,24.0,0.0,8698.8,138.3,400,2024-08-15 00:00:00
16/06/2024,EQ-02 ,24.0,0.0,8781.8,146.6,430,2024-06-17 00:00:00
02/12/2024,eq-08,24.0,0.0,8818.8,160.9,400,2024-12-03 00:00:00
28/08/2024,eq-02,24.0,0.0,9273.1,214.0,430,2024-08-29 00:00:00
15/03/2024,eq-01,24.0,0.0,10796.8,301.4,520,2024-03-16 00:00:00
27/10/2024,EQ-05 ,8.0,16.0,2061.7,50.1,300,2024-10-28 00:00:00
09/10/2024,EQ02,19.5,4.5,7343.2,113.9,430,2024-10-10 00:00:00
29/03/2024,EQ08,17.2,6.8,6171.2,113.2,400,2024-03-30 00:00:00
12/08/2024, EQ-04,24.0,0.0,10929.6,179.1,460,2024-08-13 00:00:00
22/04/2024, EQ-05,24.0,0.0,6514.7,202.4,300,2024-04-23 00:00:00
11/01/2024,EQ07,24.0,0.0,8087.2,240.8,350,2024-01-12 00:00:00
23/04/2024,EQ-01 ,24.0,0.0,11522.2,,520,2024-04-24 00:00:00
11/10/2024,eq-08,22.1,1.9,7848.8,134.1,400,2024-10-12 00:00:00
11/09/2024,EQ03,20.4,3.6,6835.3,244.6,380,2024-09-12 00:00:00
14/07/2024,EQ09,24.0,0.0,5692.2,55.7,260,2024-07-15 00:00:00
16/01/2024,EQ-03 ,22.1,1.9,7066.5,170.3,380,2024-01-17 00:00:00
03/02/2024,EQ06,24.0,0.0,6184.7,190.3,300,2024-02-04 00:00:00
10/08/2024, EQ-01,24.0,,11229.1,318.5,520,2024-08-11 00:00:00
01/06/2024,EQ-02 ,24.0,0.0,8707.4,106.8,430,2024-06-02 00:00:00
07/09/2024,EQ-04 ,24.0,0.0,9709.2,227.1,460,2024-09-08 00:00:00
08/02/2024, EQ-05,24.0,0.0,6676.7,175.9,300,2024-02-09 00:00:00
17/01/2024,EQ-08 ,16.8,7.2,5921.9,205.1,400,2024-01-18 00:00:00
20/07/2024,EQ05,24.0,0.0,6674.5,109.7,300,2024-07-21 00:00:00
01/04/2024, EQ-05,24.0,0.0,6291.6,0.0,300,2024-04-02 00:00:00
19/08/2024,EQ-07 ,24.0,0.0,7091.0,206.1,350,2024-08-20 00:00:00
09/06/2024,EQ-08 ,19.3,4.7,6596.9,119.6,400,2024-06-10 00:00:00
22/01/2024,EQ-04,24.0,0.0,10420.4,241.5,460,2024-01-23 00:00:00
05/02/2024, EQ-01,24.0,0.0,11845.2,189.6,520,2024-02-06 00:00:00
08/04/2024,EQ-03,22.4,1.6,7452.2,128.6,380,2024-04-09 00:00:00
03/02/2024,eq-10,14.3,9.7,6237.3,81.6,500,2024-02-04 00:00:00
15/09/2024,EQ09,27.886348432088646,0.0,5543.8,112.5,260,2024-09-16 00:00:00
24/10/2024,EQ-05 ,24.0,0.0,6981.7,25.5,300,2024-10-25 00:00:00
13/12/2024,EQ-01,24.0,0.0,10777.3,282.1,520,2024-12-14 00:00:00
16/06/2024,EQ-01,24.0,0.0,11284.2,175.5,520,2024-06-17 00:00:00
09/02/2024,EQ10,24.0,0.0,10134.8,59.6,500,2024-02-10 00:00:00
26/04/2024,eq-01,24.0,0.0,11792.2,389.5,520,2024-04-27 00:00:00
13/06/2024, EQ-02,24.0,0.0,9035.1,93.1,430,2024-06-14 00:00:00
23/10/2024,eq-04,18.1,5.9,7462.9,127.0,460,2024-10-24 00:00:00
23/10/2024,eq-03,24.0,0.0,8029.1,182.3,380,2024-10-24 00:00:00
29/10/2024,EQ-10,24.0,0.0,10326.2,174.0,500,2024-10-30 00:00:00
10/07/2024,EQ-09,24.0,0.0,6078.1,227.1,260,2024-07-11 00:00:00
05/05/2024,EQ-07 ,24.0,0.0,7814.3,203.9,350,2024-05-06 00:00:00
03/11/2024,eq-08,24.0,0.0,8211.9,188.5,400,2024-11-04 00:00:00
02/07/2024,EQ09,24.0,0.0,5765.7,110.1,260,2024-07-03 00:00:00
04/04/2024,EQ-08,24.0,0.0,8245.8,214.6,400,2024-04-05 00:00:00
17/05/2024, EQ-08,24.0,0.0,9504.0,246.4,400,2024-05-18 00:00:00
11/11/2024,EQ-05,24.0,0.0,6800.7,224.4,300,2024-11-12 00:00:00
20/10/2024,EQ-03,24.0,0.0,8497.8,100.4,380,2024-10-21 00:00:00
22/03/2024,EQ01,24.0,0.0,11461.9,306.9,520,2024-03-23 00:00:00
25/11/2024,EQ-06 ,24.0,0.0,6504.2,180.2,300,2024-11-26 00:00:00
19/07/2024,EQ-06 ,30.962490445939466,0.0,6880.5,193.8,300,2024-07-20 00:00:00
03/04/2024,EQ-07,24.0,0.0,7944.4,119.1,350,2024-04-04 00:00:00
03/02/2024, EQ-08,24.0,0.0,8867.0,208.7,400,2024-02-04 00:00:00
13/01/2024,eq-05,7.6,16.4,2184.8,38.6,300,2024-01-14 00:00:00
31/10/2024,eq-06,14.7,9.3,3767.5,74.1,300,2024-11-01 00:00:00
14/01/2024,eq-05,24.0,0.0,6320.5,94.0,300,2024-01-15 00:00:00
28/04/2024,EQ08,24.0,0.0,7380.1,197.3,400,2024-04-26 00:00:00
12/10/2024,EQ-10 ,24.0,0.0,10708.9,439.5,500,2024-10-13 00:00:00
26/02/2024,EQ06,19.6,4.4,5571.2,160.9,300,2024-02-27 00:00:00
27/10/2024, EQ-09,24.0,0.0,6177.6,75.0,260,2024-10-28 00:00:00
14/06/2024,EQ05,17.1,6.9,4593.4,85.0,300,2024-06-15 00:00:00
22/09/2024,EQ07,12.1,,3815.9,112.5,350,2024-09-23 00:00:00
10/02/2024,eq-01,24.0,0.0,11158.0,248.7,520,2024-02-11 00:00:00
28/08/2024, EQ-05,24.0,,6012.2,115.0,300,2024-08-29 00:00:00
12/01/2024,EQ-10,24.0,0.0,11216.2,293.0,500,2024-01-13 00:00:00
21/10/2024,eq-08,22.5,1.5,7953.9,80.0,400,2024-10-22 00:00:00
07/11/2024,EQ-01 ,24.0,0.0,11391.7,287.2,520,2024-11-08 00:00:00
16/06/2024, EQ-05,21.5,2.5,5382.5,86.1,300,2024-06-17 00:00:00
20/01/2024,EQ-07,24.0,0.0,7477.1,158.1,350,2024-01-21 00:00:00
25/08/2024,EQ-06,24.0,0.0,6442.9,118.6,300,2024-08-26 00:00:00
24/11/2024,EQ-04 ,4.0,20.0,1601.9,45.6,460,2024-11-25 00:00:00
21/06/2024,EQ06,24.0,0.0,6874.3,88.5,300,2024-06-22 00:00:00
23/12/2024, EQ-01,24.0,0.0,11123.5,157.5,520,2024-12-24 00:00:00
03/02/2024, EQ-04,24.0,0.0,8294.7,119.9,460,2024-02-02 00:00:00
07/12/2024,eq-06,24.0,0.0,6200.2,95.3,300,2024-12-08 00:00:00
29/12/2024,eq-05,24.0,0.0,6402.7,152.6,300,2024-12-30 00:00:00
08/05/2024,eq-01,22.8,1.2,10137.1,218.1,520,2024-05-09 00:00:00
04/10/2024, EQ-03,24.0,0.0,7605.4,138.2,380,2024-10-05 00:00:00
15/12/2024,EQ-05,24.0,0.0,6676.4,104.4,300,2024-12-16 00:00:00
26/03/2024,EQ-10 ,24.0,0.0,10342.0,168.0,500,2024-03-27 00:00:00
18/10/2024,EQ-02,24.0,0.0,8447.4,276.9,430,2024-10-19 00:00:00
28/05/2024, EQ-04,23.4,0.6,10115.4,226.8,460,2024-05-29 00:00:00
24/06/2024,eq-10,24.0,0.0,10793.2,347.0,500,2024-06-25 00:00:00
20/07/2024,EQ-01 ,24.0,0.0,10435.1,214.5,520,2024-07-21 00:00:00
03/09/2024,EQ-10 ,21.3,2.7,10389.1,217.4,500,2024-09-04 00:00:00
19/11/2024,EQ-04 ,24.0,0.0,9950.7,154.8,460,2024-11-20 00:00:00
16/09/2024,EQ09,24.0,0.0,5327.6,136.5,260,2024-09-17 00:00:00
17/02/2024, EQ-08,7.1,16.9,2564.5,64.3,400,2024-02-18 00:00:00
13/03/2024,EQ-10,24.0,0.0,10322.8,319.2,500,2024-03-14 00:00:00
03/02/2024,EQ-09,24.0,0.0,5885.2,78.5,260,2024-02-04 00:00:00
15/08/2024,EQ-02 ,24.0,0.0,8767.3,196.8,430,2024-08-16 00:00:00
26/08/2024,EQ03,24.0,0.0,8514.5,70.8,380,2024-08-27 00:00:00
21/07/2024,EQ-01,24.0,,10762.9,249.4,520,2024-07-22 00:00:00
25/07/2024, EQ-09,24.0,0.0,6071.6,135.5,260,2024-07-26 00:00:00
24/05/2024,EQ-06 ,24.0,0.0,6185.3,224.8,300,2024-05-25 00:00:00
18/01/2024,EQ08,24.0,0.0,8184.7,56.7,400,2024-01-19 00:00:00
15/08/2024,EQ10,24.0,0.0,10248.6,138.6,500,2024-08-16 00:00:00
05/05/2024,EQ-05,24.0,0.0,5505.1,143.7,300,2024-05-03 00:00:00
08/08/2024,EQ07,24.0,,7272.1,210.8,350,2024-08-09 00:00:00
30/05/2024,eq-06,24.0,0.0,6470.5,101.2,300,2024-05-31 00:00:00
10/05/2024,EQ10,24.0,0.0,10109.0,258.1,500,2024-05-11 00:00:00
28/01/2024,EQ10,21.9,2.1,9381.3,128.5,500,2024-01-29 00:00:00
30/03/2024, EQ-04,18.5,5.5,6789.4,119.4,460,2024-03-31 00:00:00
17/12/2024,eq-01,24.0,0.0,11687.3,85.4,520,2024-12-18 00:00:00
18/10/2024,EQ-05,24.0,0.0,6772.9,101.6,300,2024-10-19 00:00:00
11/05/2024,eq-05,24.0,0.0,7128.0,194.7,300,2024-05-12 00:00:00
12/02/2024,EQ-01 ,23.3,0.7,11015.4,112.4,520,2024-02-13 00:00:00
10/02/2024,EQ07,24.0,0.0,7766.4,188.7,350,2024-02-11 00:00:00
24/06/2024,EQ04,24.0,0.0,10377.6,71.5,460,2024-06-25 00:00:00
27/07/2024, EQ-02,24.0,0.0,9836.8,,430,2024-07-28 00:00:00
31/03/2024,EQ06,24.0,0.0,6361.5,140.5,300,2024-04-01 00:00:00
20/10/2024,EQ09,31.57942393470274,0.0,5592.8,61.9,260,2024-10-21 00:00:00
04/05/2024,EQ-03,24.0,0.0,7861.9,206.2,380,2024-05-05 00:00:00
