fecha,equipo_id,horas_operativas,horas_parada,toneladas_procesadas,toneladas_fuera_especificacion,capacidad_nominal_tmh,turno
2025-05-23,EQ-07,24.0,0.0,8227.2,256.4,350,
2025-09-25,EQ-10,24.0,0.0,10225.1,215.9,500,
2025-06-12,EQ-04,3.41,0.0,1809.8,4.9,460,1.0
2025-12-07,EQ-08,24.0,0.0,8960.5,189.2,400,
2025-06-07,EQ-06,2.89,0.0,886.0,33.0,300,1.0
2025-04-11,EQ-04,11.19,0.52,4986.9,20.2,460,1.0
2025-06-10,EQ-04,3.1,0.0,1055.7,12.9,460,2.0
2025-08-20,EQ-01,24.0,0.0,10401.5,69.2,520,
2025-01-09,EQ-09,24.0,0.0,5863.3,65.7,260,
2025-10-26,EQ-08,24.0,0.0,9504.0,192.3,400,
2025-08-30,EQ-09,22.7,1.3,5271.9,75.4,260,
2025-09-16,EQ-02,24.0,0.0,8987.5,159.6,430,
2025-09-23,EQ-07,24.0,0.0,7545.6,179.9,350,
2025-07-18,EQ-01,14.0,10.0,6450.1,222.7,520,
2025-08-14,EQ-04,24.0,0.0,9915.0,94.3,460,
2025-03-01,EQ-03,24.0,0.0,7845.9,145.2,380,
2025-09-04,EQ-09,14.5,9.5,3306.4,92.0,260,
2025-11-12,EQ-09,24.0,0.0,5736.7,136.6,260,
2025-02-08,EQ-10,24.0,0.0,10982.3,137.3,500,
2025-11-09,EQ-04,24.0,0.0,9872.1,178.4,460,
2025-03-08,EQ-02,24.0,0.0,9489.2,210.7,430,
2025-08-03,EQ-05,24.0,0.0,6770.3,94.4,300,
2025-12-26,EQ-06,24.0,0.0,7099.9,68.0,300,
2025-11-29,EQ-04,24.0,0.0,9790.9,111.7,460,
2025-08-11,EQ-03,24.0,0.0,8293.8,205.8,380,
2025-02-24,EQ-01,24.0,0.0,11490.7,283.0,520,
2025-12-09,EQ-03,24.0,0.0,8300.8,132.3,380,
2025-01-09,EQ-05,24.0,0.0,7067.0,50.5,300,
2025-02-03,EQ-04,24.0,0.0,10355.5,270.4,460,
2025-08-06,EQ-08,24.0,0.0,8760.7,163.9,400,
2025-07-31,EQ-10,18.1,5.9,7383.8,71.9,500,
2025-09-16,EQ-05,24.0,0.0,5950.6,191.7,300,
2025-05-29,EQ-02,24.0,0.0,9751.0,194.0,430,
2025-01-31,EQ-01,24.0,0.0,10925.1,296.5,520,
2025-02-14,EQ-08,24.0,0.0,8139.6,257.8,400,
2025-12-19,EQ-02,23.2,0.8,9542.7,184.8,430,
2025-05-20,EQ-02,24.0,0.0,8741.0,230.5,430,
2025-03-19,EQ-02,24.0,0.0,9504.3,201.4,430,
2025-02-25,EQ-09,19.5,4.5,4036.0,52.1,260,
2025-04-20,EQ-03,24.0,0.0,7920.2,168.8,380,
2025-03-26,EQ-07,24.0,0.0,7112.9,170.5,350,
2025-12-01,EQ-06,24.0,0.0,6712.6,135.8,300,
2025-01-08,EQ-02,22.8,1.2,8785.2,162.5,430,
2025-05-03,EQ-02,24.0,0.0,10024.0,337.6,430,
2025-10-11,EQ-06,24.0,0.0,6588.0,87.0,300,
2025-05-31,EQ-02,24.0,0.0,9800.1,292.1,430,
2025-01-12,EQ-10,24.0,0.0,10796.6,176.6,500,
2025-12-01,EQ-05,24.0,0.0,6548.9,82.2,300,
2025-08-19,EQ-06,24.0,0.0,6239.6,162.5,300,
2025-11-17,EQ-09,24.0,0.0,5930.2,73.5,260,
2025-09-15,EQ-09,24.0,0.0,5403.5,81.1,260,
2025-07-27,EQ-09,24.0,0.0,5270.5,136.6,260,
2025-05-13,EQ-05,24.0,0.0,6785.2,206.6,300,
2025-04-17,EQ-08,24.0,0.0,8507.7,235.3,400,
2025-06-18,EQ-10,24.0,0.0,11364.2,282.7,500,
2025-09-09,EQ-08,24.0,0.0,9031.7,145.8,400,
2025-09-15,EQ-01,24.0,0.0,10866.7,185.1,520,
2025-07-29,EQ-09,24.0,0.0,6047.3,126.5,260,
2025-11-04,EQ-01,24.0,0.0,10766.4,290.2,520,
2025-03-18,EQ-05,24.0,0.0,5855.2,102.3,300,
2025-11-25,EQ-04,18.7,5.3,8479.6,175.7,460,
2025-08-27,EQ-08,24.0,0.0,8824.0,150.5,400,
2025-01-18,EQ-10,18.2,5.8,7531.3,,500,
2025-04-02,EQ-04,21.59,0.0,10082.9,113.0,460,1.0
2025-09-17,EQ-05,24.0,0.0,6638.0,86.0,300,
2025-06-29,EQ-06,9.47,0.0,2488.6,53.7,300,1.0
2025-04-05,EQ-01,21.3,2.7,9268.1,317.1,520,
2025-05-13,EQ-04,12.82,0.0,5383.1,21.7,460,1.0
2025-03-02,EQ-10,24.0,0.0,10861.9,316.3,500,
2025-05-02,EQ-06,7.72,0.0,2288.7,9.2,300,2.0
2025-08-06,EQ-05,24.0,0.0,5898.7,44.2,300,
2025-03-24,EQ-04,24.0,0.0,9242.7,250.1,460,
2025-01-02,EQ-07,22.0,2.0,6581.7,162.7,350,
2025-08-23,EQ-09,24.0,0.0,5611.0,83.9,260,
2025-07-08,EQ-09,24.0,0.0,5647.2,43.2,260,
2025-06-17,EQ-06,0.22,0.0,69.4,2.6,300,1.0
2025-03-05,EQ-05,24.0,0.0,7122.2,108.1,300,
2025-02-14,EQ-07,24.0,0.0,7276.2,127.2,350,
2025-02-24,EQ-04,11.0,13.0,4793.7,113.4,460,
2025-03-22,EQ-08,24.0,0.0,8217.5,191.8,400,
2025-05-07,EQ-06,0.74,0.5,175.8,8.4,300,3.0
2025-02-28,EQ-07,3.0,21.0,928.6,24.1,350,
2025-04-25,EQ-07,24.0,0.0,7511.1,186.8,350,
2025-05-23,EQ-06,12.45,0.0,3418.2,65.5,300,1.0
2025-09-13,EQ-04,24.0,0.0,10382.9,219.7,460,
2025-01-08,EQ-10,24.0,0.0,10890.6,357.5,500,
2025-04-14,EQ-06,5.1,0.0,1358.9,39.8,300,2.0
2025-04-13,EQ-09,24.0,0.0,5512.7,160.7,260,
2025-06-18,EQ-01,16.6,7.4,8545.7,272.1,520,
2025-04-26,EQ-04,6.36,2.34,2459.9,16.7,460,2.0
2025-04-01,EQ-04,12.28,0.0,5418.9,62.3,460,2.0
2025-11-01,EQ-04,7.2,16.8,2869.4,,460,
2025-06-03,EQ-06,18.41,0.0,5213.7,132.0,300,3.0
2025-11-13,EQ-05,24.0,0.0,6768.5,222.6,300,
2025-12-05,EQ-08,24.0,0.0,8092.1,77.5,400,
2025-04-14,EQ-04,12.54,0.0,4854.0,128.7,460,2.0
2025-08-12,EQ-08,22.4,1.6,8291.6,91.8,400,
2025-07-25,EQ-09,24.0,0.0,5195.5,90.1,260,
2025-04-28,EQ-07,24.0,0.0,8184.8,172.6,350,
2025-12-16,EQ-08,23.3,0.7,7741.0,184.7,400,
2025-11-20,EQ-07,24.0,0.0,7520.5,216.3,350,
2025-01-31,EQ-10,24.0,0.0,10727.0,56.1,500,
2025-05-10,EQ-03,24.0,0.0,8488.0,246.6,380,
2025-12-15,EQ-03,18.9,5.1,7110.2,115.7,380,
2025-10-14,EQ-10,4.0,20.0,1808.4,35.5,500,
2025-04-01,EQ-09,24.0,0.0,5952.0,61.3,260,
2025-10-25,EQ-02,20.9,3.1,7502.6,186.9,430,
2025-06-07,EQ-03,22.8,1.2,7302.1,191.1,380,
2025-04-21,EQ-09,22.8,1.2,5157.0,75.6,260,
2025-10-05,EQ-08,4.0,20.0,1375.3,9.7,400,
2025-02-12,EQ-05,18.2,5.8,4970.8,74.3,300,
2025-11-09,EQ-02,24.0,0.0,9177.4,194.3,430,
2025-05-13,EQ-02,24.0,0.0,10042.3,141.4,430,
2025-09-08,EQ-01,24.0,0.0,12105.1,334.5,520,
2025-04-29,EQ-07,24.0,0.0,7233.4,43.6,350,
2025-05-01,EQ-04,19.22,0.0,7182.8,13.3,460,1.0
2025-12-05,EQ-02,24.0,0.0,9817.5,,430,
2025-12-13,EQ-01,19.6,4.4,9849.8,145.3,520,
2025-10-23,EQ-05,9.7,14.3,2487.6,56.4,300,
2025-03-16,EQ-01,24.0,0.0,10033.0,291.3,520,
2025-03-21,EQ-04,14.0,10.0,5903.9,98.6,460,
2025-03-22,EQ-07,24.0,0.0,6871.7,118.0,350,
2025-01-23,EQ-01,24.0,0.0,11610.3,107.9,520,
2025-04-11,EQ-03,24.0,0.0,7586.9,126.8,380,
2025-05-23,EQ-06,5.61,0.0,1628.9,11.2,300,3.0
2025-07-26,EQ-05,24.0,0.0,6918.5,133.5,300,
2025-06-15,EQ-03,24.0,0.0,8756.0,180.7,380,
2025-08-07,EQ-02,24.0,0.0,9414.0,168.4,430,
2025-03-15,EQ-01,24.0,0.0,10317.1,116.1,520,
2025-04-18,EQ-10,24.0,0.0,11126.7,94.5,500,
2025-11-10,EQ-07,17.1,6.9,5700.7,105.8,350,
2025-07-14,EQ-10,24.0,0.0,11044.4,269.9,500,
2025-06-14,EQ-06,7.65,0.0,1850.8,25.9,300,2.0
2025-10-18,EQ-06,24.0,0.0,6000.8,120.4,300,
2025-09-22,EQ-09,24.0,0.0,6177.6,135.7,260,
2025-11-14,EQ-09,24.0,0.0,5842.2,106.7,260,
2025-05-18,EQ-03,24.0,0.0,7563.4,189.3,380,
2025-07-25,EQ-07,24.0,0.0,7704.4,79.2,350,
2025-05-19,EQ-06,9.13,0.0,2350.0,33.2,300,2.0
2025-03-31,EQ-07,24.0,0.0,7478.1,84.2,350,
2025-05-05,EQ-04,8.59,1.56,3639.6,57.3,460,3.0
2025-04-02,EQ-07,16.8,7.2,5594.4,159.6,350,
2025-11-08,EQ-04,24.0,0.0,9321.9,245.6,460,
2025-12-08,EQ-01,19.0,5.0,9781.2,129.5,520,
2025-04-05,EQ-06,10.99,1.14,2748.0,12.4,300,3.0
2025-06-12,EQ-07,24.0,0.0,7252.8,157.8,350,
2025-09-17,EQ-01,4.0,20.0,1869.3,31.4,520,
2025-05-26,EQ-05,5.8,18.2,1708.5,8.1,300,
2025-07-15,EQ-06,24.0,0.0,6348.7,93.3,300,
2025-11-02,EQ-02,17.6,6.4,6262.8,84.6,430,
2025-11-29,EQ-06,24.0,0.0,7128.0,68.3,300,
2025-06-03,EQ-01,24.0,0.0,11810.9,479.3,520,
2025-07-31,EQ-06,24.0,0.0,6434.2,163.8,300,
2025-10-03,EQ-08,24.0,0.0,7960.5,178.6,400,
2025-07-20,EQ-09,24.0,0.0,6134.2,139.3,260,
2025-12-02,EQ-02,24.0,0.0,9216.3,246.9,430,
2025-04-16,EQ-08,24.0,0.0,8882.7,102.4,400,
2025-07-10,EQ-05,20.0,4.0,5007.2,160.2,300,
2025-06-03,EQ-04,3.94,0.0,1484.6,13.0,460,3.0
2025-11-28,EQ-09,24.0,0.0,5704.5,109.5,260,
2025-04-04,EQ-04,5.09,0.96,2430.0,4.8,460,3.0
2025-10-06,EQ-06,24.0,0.0,6593.3,93.9,300,
2025-11-05,EQ-09,24.0,0.0,5578.2,126.5,260,
2025-09-23,EQ-03,22.1,1.9,7493.8,4.4,380,
2025-08-13,EQ-09,23.5,0.5,5423.4,142.3,260,
2025-07-30,EQ-08,24.0,0.0,9504.0,89.9,400,
2025-09-22,EQ-07,24.0,0.0,7935.7,55.2,350,
2025-03-04,EQ-07,22.0,2.0,7273.0,186.7,350,
2025-09-08,EQ-03,24.0,0.0,8048.8,210.4,380,
2025-05-14,EQ-10,22.3,1.7,10176.8,315.7,500,
2025-01-25,EQ-04,24.0,0.0,9050.5,190.5,460,
2025-06-10,EQ-05,24.0,0.0,6651.6,162.3,300,
2025-06-09,EQ-08,24.0,0.0,8964.3,229.6,400,
2025-05-09,EQ-10,24.0,0.0,10445.9,122.6,500,
2025-01-26,EQ-10,17.4,6.6,7134.0,166.9,500,
2025-12-17,EQ-02,24.0,0.0,8780.5,136.1,430,
2025-09-29,EQ-01,24.0,0.0,11164.3,153.1,520,
2025-03-06,EQ-07,24.0,0.0,7429.4,179.9,350,
2025-02-23,EQ-03,24.0,0.0,7720.7,167.6,380,
2025-03-19,EQ-03,24.0,0.0,8416.4,141.2,380,
2025-03-05,EQ-09,24.0,0.0,5316.8,100.9,260,
2025-11-10,EQ-01,24.0,0.0,11214.9,251.6,520,
2025-03-22,EQ-06,24.0,0.0,6502.9,96.4,300,
2025-04-12,EQ-04,9.49,0.0,4309.2,66.8,460,3.0
2025-11-26,EQ-05,10.2,13.8,2822.0,38.5,300,
2025-01-04,EQ-03,24.0,0.0,7501.3,140.4,380,
2025-08-10,EQ-04,23.0,1.0,8851.5,63.5,460,
2025-06-02,EQ-04,4.81,0.0,2133.9,7.1,460,3.0
2025-06-17,EQ-02,24.0,0.0,8983.9,174.2,430,
2025-07-26,EQ-06,24.0,0.0,6272.8,149.2,300,
2025-07-06,EQ-03,24.0,0.0,8039.2,140.1,380,
2025-08-29,EQ-02,24.0,0.0,9108.7,191.8,430,
2025-02-19,EQ-02,24.0,0.0,9340.8,57.6,430,
2025-05-28,EQ-06,15.06,0.0,4374.7,16.9,300,2.0
2025-04-25,EQ-04,2.09,0.86,670.2,6.3,460,1.0
2025-08-24,EQ-09,24.0,0.0,5501.4,121.0,260,
2025-06-05,EQ-04,11.57,0.0,5159.1,67.1,460,2.0
2025-06-12,EQ-10,24.0,0.0,10181.9,68.5,500,
2025-02-24,EQ-08,24.0,0.0,7965.8,90.2,400,
2025-05-20,EQ-06,6.05,0.0,1725.2,43.5,300,2.0
2025-07-13,EQ-10,12.8,11.2,5537.4,96.8,500,
2025-04-23,EQ-03,24.0,0.0,8138.8,201.3,380,
2025-07-17,EQ-05,24.0,0.0,6029.9,108.7,300,
2025-05-27,EQ-06,11.43,0.0,2817.7,1.0,300,1.0
2025-05-01,EQ-08,24.0,0.0,9504.0,180.9,400,
2025-07-05,EQ-05,24.0,0.0,6071.1,130.9,300,
2025-04-26,EQ-03,24.0,0.0,7636.3,114.9,380,
2025-09-21,EQ-07,16.1,7.9,4922.4,112.9,350,
2025-01-22,EQ-08,24.0,0.0,8733.0,214.6,400,
2025-04-07,EQ-06,10.01,0.0,2458.7,54.5,300,2.0
2025-08-21,EQ-02,24.0,0.0,9007.6,262.8,430,
2025-06-11,EQ-01,24.0,0.0,11855.8,151.6,520,
2025-10-15,EQ-02,23.5,0.5,9865.7,231.8,430,
2025-03-30,EQ-08,24.0,0.0,8528.8,115.4,400,
2025-08-14,EQ-08,24.0,0.0,8372.7,235.8,400,
2025-05-03,EQ-03,19.2,4.8,6151.7,187.5,380,
2025-06-26,EQ-02,24.0,0.0,8833.1,221.6,430,
2025-04-26,EQ-02,24.0,0.0,9809.6,226.6,430,
2025-01-29,EQ-09,24.0,0.0,5895.5,151.4,260,
2025-03-21,EQ-03,21.8,2.2,7191.6,131.5,380,
2025-11-02,EQ-03,24.0,0.0,8408.1,245.6,380,
2025-07-11,EQ-02,24.0,0.0,10149.9,342.2,430,
2025-06-07,EQ-08,24.0,0.0,9504.0,149.6,400,
2025-01-23,EQ-10,24.0,0.0,10698.9,179.6,500,
2025-11-26,EQ-10,24.0,0.0,9484.0,230.1,500,
2025-01-04,EQ-06,24.0,0.0,7026.0,124.2,300,
2025-03-17,EQ-02,24.0,0.0,8435.9,92.9,430,
2025-06-24,EQ-08,24.0,0.0,9198.2,243.6,400,
2025-06-09,EQ-10,24.0,0.0,9899.3,120.7,500,
2025-06-09,EQ-05,24.0,0.0,6902.0,128.3,300,
2025-06-22,EQ-09,24.0,0.0,5925.3,57.0,260,
2025-03-03,EQ-10,24.0,0.0,11880.0,287.0,500,
2025-07-17,EQ-04,24.0,0.0,9175.2,279.3,460,
2025-02-08,EQ-07,24.0,0.0,6891.2,130.1,350,
2025-01-08,EQ-01,24.0,0.0,11312.3,442.3,520,
2025-09-27,EQ-06,24.0,0.0,6449.0,196.4,300,
2025-02-10,EQ-06,24.0,0.0,6533.9,170.0,300,
2025-01-08,EQ-08,24.0,0.0,8261.4,137.7,400,
2025-11-19,EQ-02,24.0,0.0,9952.1,148.0,430,
2025-05-10,EQ-07,24.0,0.0,8019.3,353.5,350,
2025-08-17,EQ-09,15.7,8.3,3617.9,107.0,260,
2025-04-18,EQ-06,4.16,4.21,1040.4,5.7,300,2.0
2025-03-04,EQ-06,24.0,0.0,6562.9,129.5,300,
2025-11-04,EQ-04,24.0,0.0,9903.1,148.3,460,
2025-03-29,EQ-02,24.0,0.0,8760.6,113.7,430,
2025-08-09,EQ-03,24.0,0.0,7693.0,57.7,380,
2025-11-04,EQ-09,24.0,0.0,5624.5,187.8,260,
2025-01-11,EQ-10,24.0,0.0,11880.0,261.5,500,
2025-11-03,EQ-10,17.5,6.5,7314.1,244.1,500,
2025-08-13,EQ-06,24.0,0.0,5787.4,53.8,300,
2025-07-19,EQ-10,16.5,7.5,7251.7,82.6,500,
2025-05-19,EQ-02,15.4,8.6,6555.8,88.4,430,
2025-05-01,EQ-07,24.0,0.0,7499.6,112.5,350,
2025-09-14,EQ-09,24.0,0.0,5632.0,55.1,260,
2025-06-14,EQ-04,8.69,0.0,3038.4,185.2,460,1.0
2025-05-02,EQ-08,24.0,0.0,8128.7,115.8,400,
2025-07-21,EQ-02,24.0,0.0,9980.6,250.1,430,
2025-03-22,EQ-03,24.0,0.0,8776.7,164.4,380,
2025-04-07,EQ-08,24.0,0.0,8906.6,138.9,400,
2025-05-17,EQ-02,24.0,0.0,9974.2,45.4,430,
2025-06-09,EQ-07,24.0,0.0,7089.0,297.9,350,
2025-01-30,EQ-05,24.0,0.0,6472.7,116.7,300,
2025-04-14,EQ-07,24.0,0.0,7637.2,165.9,350,
2025-09-24,EQ-06,24.0,0.0,6239.6,46.8,300,
2025-07-13,EQ-04,24.0,0.0,10929.6,210.1,460,
2025-09-28,EQ-03,24.0,0.0,7352.1,179.4,380,
2025-05-12,EQ-06,16.15,0.0,3998.9,15.1,300,1.0
2025-02-28,EQ-04,14.5,9.5,6030.4,88.9,460,
2025-07-02,EQ-04,15.4,8.6,6432.2,174.6,460,
2025-09-02,EQ-01,24.0,0.0,10340.4,171.9,520,
2025-01-12,EQ-08,16.8,7.2,5837.6,34.6,400,
2025-12-23,EQ-04,24.0,0.0,9752.9,124.4,460,
2025-07-01,EQ-09,24.0,0.0,5795.0,98.1,260,
2025-01-16,EQ-07,24.0,0.0,7575.1,128.7,350,
2025-02-03,EQ-09,23.5,0.5,5423.6,71.7,260,
2025-07-10,EQ-06,22.8,1.2,5839.6,20.5,300,
2025-11-23,EQ-05,24.0,0.0,6048.5,102.8,300,
2025-10-18,EQ-08,24.0,0.0,7912.7,279.1,400,
2025-04-20,EQ-04,8.64,0.0,3282.5,34.4,460,3.0
2025-04-05,EQ-04,12.82,0.24,4975.2,185.3,460,1.0
2025-05-26,EQ-09,24.0,0.0,5977.3,143.7,260,
2025-02-20,EQ-01,24.0,0.0,11712.0,348.7,520,
2025-01-18,EQ-05,24.0,0.0,6635.3,163.0,300,
2025-12-14,EQ-10,24.0,0.0,11654.6,334.4,500,
2025-06-16,EQ-09,24.0,0.0,5713.9,56.1,260,
2025-02-04,EQ-09,24.0,0.0,5894.8,112.1,260,
2025-02-08,EQ-04,6.4,17.6,2315.3,40.7,460,
2025-12-10,EQ-10,24.0,0.0,10441.5,168.1,500,
2025-06-10,EQ-10,24.0,0.0,11740.1,360.7,500,
2025-11-23,EQ-08,19.3,4.7,6449.5,59.7,400,
2025-11-10,EQ-05,17.3,6.7,4776.7,,300,
2025-01-25,EQ-02,24.0,0.0,9267.5,198.3,430,
2025-05-07,EQ-09,24.0,0.0,5915.6,113.8,260,
2025-06-30,EQ-06,12.09,0.0,3457.6,98.2,300,1.0
2025-04-10,EQ-07,24.0,0.0,7564.6,182.7,350,
2025-10-03,EQ-06,15.5,8.5,3945.9,103.3,300,
2025-09-18,EQ-08,24.0,0.0,9103.2,187.7,400,
2025-05-09,EQ-03,24.0,0.0,8427.3,199.5,380,
2025-09-29,EQ-09,24.0,0.0,5628.0,52.9,260,
2025-11-30,EQ-08,24.0,0.0,8124.2,160.2,400,
2025-01-04,EQ-09,21.4,2.6,5433.3,45.6,260,
2025-10-25,EQ-07,24.0,0.0,7541.7,173.9,350,
2025-10-12,EQ-07,24.0,0.0,7181.0,80.6,350,
2025-12-05,EQ-01,24.0,0.0,12120.3,339.0,520,
2025-04-25,EQ-03,24.0,0.0,7706.4,205.7,380,
2025-10-29,EQ-09,24.0,0.0,5668.3,135.4,260,
2025-09-30,EQ-07,24.0,0.0,8316.0,95.1,350,
2025-04-17,EQ-06,6.41,0.0,1863.3,34.1,300,3.0
2025-03-09,EQ-08,24.0,0.0,8872.5,67.0,400,
2025-11-27,EQ-08,24.0,0.0,9230.0,279.1,400,
2025-10-05,EQ-09,24.0,0.0,5476.2,104.9,260,
2025-06-02,EQ-03,24.0,0.0,8414.0,136.5,380,
2025-08-09,EQ-10,24.0,0.0,10535.8,99.9,500,
2025-08-13,EQ-01,24.0,0.0,11469.9,154.5,520,
2025-06-14,EQ-10,24.0,0.0,9943.7,219.6,500,
2025-10-25,EQ-01,22.9,1.1,10337.2,151.9,520,
2025-12-25,EQ-01,24.0,0.0,11897.0,289.1,520,
2025-11-15,EQ-09,24.0,0.0,5463.2,155.8,260,
2025-12-09,EQ-04,20.3,3.7,8415.6,161.4,460,
2025-04-12,EQ-01,24.0,0.0,12355.2,171.6,520,
2025-01-11,EQ-01,24.0,0.0,11407.9,164.4,520,
2025-05-20,EQ-04,18.78,0.0,7317.7,146.4,460,2.0
2025-12-29,EQ-02,24.0,0.0,9918.3,204.6,430,
2025-09-12,EQ-05,24.0,0.0,6412.9,90.7,300,
2025-01-20,EQ-02,24.0,0.0,8607.4,173.0,430,
2025-05-30,EQ-01,24.0,0.0,12355.2,193.1,520,
2025-12-18,EQ-02,24.0,0.0,9121.8,135.1,430,
2025-04-14,EQ-06,11.4,0.0,3151.6,98.6,300,1.0
2025-12-01,EQ-01,24.0,0.0,11172.2,148.8,520,
2025-01-21,EQ-06,24.0,0.0,6460.7,192.7,300,
2025-06-15,EQ-05,24.0,0.0,6858.5,71.1,300,
2025-06-15,EQ-10,24.0,0.0,9588.1,93.5,500,
2025-05-04,EQ-04,9.85,0.0,4354.2,136.8,460,1.0
2025-10-06,EQ-07,24.0,0.0,7400.0,223.5,350,
2025-11-18,EQ-05,24.0,0.0,6248.3,161.5,300,
2025-03-01,EQ-09,24.0,0.0,5788.9,65.2,260,
2025-11-22,EQ-05,24.0,0.0,6392.7,141.8,300,
2025-01-24,EQ-08,24.0,0.0,7375.3,159.1,400,
2025-05-29,EQ-01,4.0,20.0,1824.6,42.6,520,
2025-06-29,EQ-03,24.0,0.0,8246.7,249.2,380,
2025-09-06,EQ-03,24.0,0.0,8956.0,300.0,380,
2025-08-22,EQ-05,18.7,5.3,5270.9,81.7,300,
2025-06-16,EQ-01,17.2,6.8,8327.6,164.1,520,
2025-12-25,EQ-07,24.0,0.0,6974.0,79.5,350,
2025-05-15,EQ-04,9.08,0.0,3915.2,238.9,460,1.0
2025-06-26,EQ-10,24.0,0.0,9803.9,247.7,500,
2025-09-25,EQ-01,24.0,0.0,11079.5,207.1,520,
2025-05-28,EQ-05,24.0,0.0,6609.4,119.5,300,
2025-08-22,EQ-10,24.0,0.0,11700.3,149.0,500,
2025-09-18,EQ-10,24.0,0.0,10775.4,215.3,500,
2025-01-21,EQ-05,18.5,5.5,5486.9,65.0,300,
2025-02-13,EQ-02,24.0,0.0,9144.4,215.2,430,
2025-10-19,EQ-07,18.4,5.6,5706.6,100.6,350,
2025-06-22,EQ-02,24.0,0.0,9610.1,261.3,430,
2025-05-25,EQ-09,24.0,0.0,5699.9,99.7,260,
2025-05-05,EQ-06,13.49,0.0,3345.6,33.3,300,3.0
2025-12-30,EQ-07,24.0,0.0,7468.6,154.4,350,
2025-09-20,EQ-07,24.0,0.0,8046.3,158.4,350,
2025-08-26,EQ-08,24.0,0.0,8627.4,156.9,400,
2025-01-03,EQ-08,23.1,0.9,8503.4,199.5,400,
2025-11-16,EQ-10,22.8,1.2,10377.2,455.1,500,
2025-06-23,EQ-08,21.7,2.3,7447.2,263.6,400,
2025-02-04,EQ-04,19.7,4.3,8971.4,157.8,460,
2025-04-10,EQ-08,24.0,0.0,7835.2,212.5,400,
2025-10-28,EQ-08,24.0,0.0,8705.6,,400,
2025-07-04,EQ-08,24.0,0.0,7679.1,144.4,400,
2025-05-02,EQ-06,15.16,0.0,4211.4,37.5,300,1.0
2025-05-28,EQ-06,3.02,0.0,452.6,27.5,300,1.0
2025-04-01,EQ-06,19.44,0.0,5221.4,27.7,300,2.0
2025-09-04,EQ-05,24.0,0.0,6810.4,108.2,300,
2025-07-01,EQ-05,21.7,2.3,6306.5,126.6,300,
2025-08-28,EQ-05,24.0,0.0,5981.9,97.5,300,
2025-12-28,EQ-04,23.5,0.5,9538.9,190.3,460,
2025-06-18,EQ-06,15.27,0.0,3764.6,16.6,300,3.0
2025-03-11,EQ-02,23.1,0.9,9150.6,123.3,430,
2025-09-13,EQ-10,17.5,6.5,7735.7,121.6,500,
2025-09-08,EQ-07,21.3,2.7,6847.5,92.0,350,
2025-04-09,EQ-04,5.43,0.0,2295.7,108.1,460,3.0
2025-04-11,EQ-09,24.0,0.0,5844.4,85.4,260,
2025-11-27,EQ-05,4.0,20.0,999.3,18.6,300,
2025-09-21,EQ-01,23.4,0.6,9966.2,208.4,520,
2025-11-27,EQ-10,4.0,20.0,1849.2,21.9,500,
2025-06-14,EQ-04,3.38,0.0,1569.5,57.3,460,2.0
2025-02-17,EQ-04,24.0,0.0,9562.1,148.1,460,
2025-06-18,EQ-05,24.0,0.0,6089.4,246.4,300,
2025-03-19,EQ-10,24.0,0.0,11353.8,200.7,500,
2025-11-25,EQ-02,24.0,0.0,7911.9,154.0,430,
2025-06-07,EQ-10,13.4,10.6,5772.3,166.2,500,
2025-03-05,EQ-03,24.0,0.0,7855.6,251.3,380,
2025-03-29,EQ-09,24.0,0.0,5552.2,148.0,260,
2025-12-25,EQ-09,24.0,0.0,5357.9,135.4,260,
2025-08-11,EQ-02,14.4,9.6,5265.2,32.3,430,
2025-09-10,EQ-03,24.0,0.0,8966.8,125.6,380,
2025-01-23,EQ-04,24.0,0.0,9160.1,149.2,460,
2025-12-01,EQ-10,24.0,0.0,11131.3,297.6,500,
2025-03-09,EQ-06,14.8,9.2,4145.8,76.2,300,
2025-01-13,EQ-05,24.0,0.0,6845.6,77.1,300,
2025-04-30,EQ-08,24.0,0.0,8910.6,129.0,400,
2025-06-10,EQ-07,24.0,0.0,7478.3,181.3,350,
2025-08-02,EQ-03,24.0,0.0,8123.4,253.5,380,
2025-07-01,EQ-06,24.0,0.0,6032.9,141.8,300,
2025-11-20,EQ-08,24.0,0.0,7626.6,267.9,400,
2025-04-01,EQ-04,9.85,0.0,4163.1,68.4,460,1.0
2025-02-20,EQ-09,24.0,0.0,6079.3,167.4,260,
2025-06-28,EQ-05,17.5,6.5,4921.4,91.9,300,
2025-04-06,EQ-04,14.21,0.0,5920.1,79.5,460,2.0
2025-02-09,EQ-04,10.1,13.9,4303.6,70.2,460,
2025-12-28,EQ-03,24.0,0.0,8135.4,247.1,380,
2025-12-01,EQ-07,24.0,0.0,6674.4,150.4,350,
2025-12-07,EQ-04,24.0,0.0,9729.3,227.0,460,
2025-12-28,EQ-10,18.9,5.1,8594.3,169.4,500,
2025-06-15,EQ-02,24.0,0.0,8510.1,191.7,430,
2025-07-23,EQ-09,24.0,0.0,5577.1,,260,
2025-09-08,EQ-04,24.0,0.0,9389.9,196.7,460,
2025-03-14,EQ-03,24.0,0.0,8296.2,102.6,380,
2025-10-19,EQ-03,24.0,0.0,8665.9,150.1,380,
2025-09-10,EQ-09,24.0,0.0,5695.0,80.4,260,
2025-11-19,EQ-09,24.0,0.0,5874.5,118.0,260,
